"sku","went_on_backorder"
4973218,"No"
2147622,"No"
2824987,"No"
3090518,"No"
3710548,"No"
4888294,"No"
4770927,"No"
3515078,"No"
3116199,"No"
3171116,"No"
4771663,"No"
2935454,"No"
3908491,"No"
3305709,"No"
4857385,"No"
2884946,"No"
3405728,"No"
3984189,"No"
2169398,"No"
3260088,"No"
3308005,"No"
4854182,"No"
4753456,"No"
3254690,"No"
3063799,"No"
3329761,"No"
3172029,"No"
2298633,"No"
2925505,"No"
3387484,"No"
3683436,"No"
2860540,"No"
3252810,"No"
4971558,"No"
3399152,"No"
3693854,"No"
3274928,"No"
4791591,"No"
4904624,"No"
3148636,"No"
3717815,"No"
4953316,"No"
3156639,"No"
3288272,"No"
3448065,"No"
3677140,"No"
2121284,"No"
3323448,"No"
4906728,"No"
2168086,"No"
3431684,"No"
2273614,"No"
3533390,"No"
3748986,"No"
3709213,"No"
4919609,"No"
3972690,"No"
2262011,"No"
3024201,"No"
3223239,"No"
3929013,"No"
3088323,"No"
2269945,"No"
3343188,"No"
3584520,"No"
2983324,"No"
3207168,"No"
3788709,"No"
3675693,"No"
3355296,"No"
2971597,"No"
2162388,"No"
3709284,"No"
2166072,"No"
3948081,"No"
3147342,"No"
2260646,"No"
3286075,"No"
3142175,"No"
3223052,"No"
3222396,"No"
3863471,"No"
3857171,"No"
3992692,"No"
3321845,"No"
3660534,"No"
4889944,"No"
3748362,"No"
2274199,"No"
3704551,"No"
2081237,"No"
3365103,"No"
3813320,"No"
4005209,"No"
3292607,"No"
2857862,"No"
3170036,"No"
2196836,"No"
3090488,"No"
4003487,"No"
3133179,"No"
3262368,"No"
4971205,"No"
3092456,"No"
2866400,"No"
3995917,"No"
2861830,"No"
3897264,"No"
4936823,"No"
4826312,"No"
3748873,"No"
3007238,"No"
2869154,"No"
3107934,"No"
4972227,"No"
3373312,"No"
3477118,"No"
2942265,"No"
2856612,"No"
4806586,"No"
3388842,"No"
2211235,"No"
3064129,"No"
4840649,"No"
3316843,"No"
2919585,"No"
3567377,"No"
2135274,"No"
3783429,"No"
4891868,"No"
3585498,"No"
4768901,"No"
3406205,"No"
3608866,"No"
2829581,"No"
3667588,"No"
2287268,"No"
3785203,"No"
4925238,"No"
4820467,"No"
4927325,"No"
3494618,"No"
3209146,"No"
3971887,"No"
4870070,"No"
3409339,"No"
3977664,"No"
3745229,"No"
2160513,"No"
3663439,"No"
3584896,"No"
2980015,"No"
3332024,"No"
4840292,"No"
4897342,"No"
3618094,"No"
2819334,"No"
3837581,"No"
3461969,"No"
3541153,"No"
2164508,"No"
3971749,"No"
3407172,"No"
3070296,"No"
3770761,"No"
2992861,"No"
2991510,"No"
3446415,"No"
3962069,"No"
2977806,"No"
3905026,"No"
4782062,"No"
2243899,"No"
3788638,"No"
3759510,"No"
4800632,"No"
4917490,"No"
4977818,"No"
2161257,"No"
3371901,"No"
2885690,"No"
3408600,"No"
2802897,"No"
3635179,"No"
3406756,"No"
2221135,"No"
2805194,"No"
2809682,"No"
3490985,"No"
2236704,"No"
3030622,"No"
3528914,"No"
4857689,"No"
3717616,"No"
3388915,"No"
3491545,"No"
2937510,"No"
2132217,"No"
4855429,"No"
2279085,"No"
3320061,"No"
3353768,"No"
2237464,"No"
2936200,"No"
4975723,"No"
3530652,"No"
3373763,"No"
4880492,"No"
3721322,"No"
3189219,"No"
3721193,"No"
3165942,"No"
3775397,"No"
4752391,"No"
3555720,"No"
3363063,"No"
2887319,"No"
3693225,"No"
3365390,"No"
4919415,"No"
2926677,"No"
2151514,"No"
4827133,"No"
3402730,"No"
3755134,"No"
3925229,"No"
3995399,"No"
2861434,"No"
2865802,"No"
3716732,"No"
2841798,"No"
4830619,"No"
2832462,"No"
2233062,"No"
3510794,"No"
3334671,"No"
4958497,"No"
2984210,"No"
2879845,"No"
3599844,"No"
3423169,"No"
2958705,"No"
4886996,"No"
3978442,"No"
3720833,"No"
2278547,"No"
2095596,"No"
3277056,"No"
2897077,"No"
3638158,"No"
4970398,"No"
3445931,"No"
2916128,"No"
2151086,"No"
3180617,"No"
3690369,"No"
4764384,"No"
2145993,"No"
3925158,"No"
3318989,"No"
3332981,"No"
4867473,"No"
3464743,"No"
2866918,"No"
3561126,"No"
3460220,"No"
3283135,"No"
3192724,"No"
3982037,"No"
2908922,"No"
2934556,"No"
4879316,"No"
4004871,"No"
3723690,"No"
3600691,"No"
3536051,"No"
3639692,"No"
3132587,"No"
3286620,"No"
2237240,"No"
3435684,"No"
4755049,"No"
2075910,"No"
3697334,"No"
4883986,"No"
2869485,"No"
3150452,"No"
3044489,"No"
3361427,"No"
4913591,"No"
3044841,"No"
4771211,"No"
3147849,"No"
3018227,"No"
4935345,"No"
3083721,"No"
3226234,"No"
3328897,"No"
3340017,"No"
2120500,"No"
2273920,"No"
3251441,"No"
3898259,"No"
2075022,"No"
3292906,"No"
4885171,"No"
3412988,"No"
3110620,"No"
3713955,"No"
3122770,"No"
3844363,"No"
3104245,"No"
3216599,"No"
3436832,"No"
2193229,"No"
3970779,"No"
3172673,"No"
3631695,"No"
3233725,"No"
2251448,"No"
3356481,"No"
3885057,"No"
4835966,"No"
3827340,"No"
3970261,"No"
2103553,"No"
3899963,"No"
3318778,"No"
3582419,"No"
3922409,"No"
3926472,"No"
3063665,"No"
3676797,"No"
3982982,"No"
3078443,"No"
3609713,"No"
3050660,"No"
3437399,"No"
3505698,"No"
2839339,"No"
3537867,"No"
3112548,"No"
3843845,"No"
3039253,"No"
2853548,"No"
2976340,"No"
2139027,"No"
3236851,"No"
3336072,"No"
4791757,"No"
2291953,"No"
3433963,"No"
3976843,"No"
3599227,"No"
3997940,"No"
3198474,"No"
2893728,"No"
3957334,"No"
3399674,"No"
4002832,"No"
3651910,"No"
2832579,"No"
4851107,"No"
3565692,"No"
2937904,"No"
4776856,"No"
3619093,"No"
3756553,"No"
3745612,"No"
3971711,"No"
3136228,"No"
2163719,"No"
3778620,"No"
3039818,"No"
3481291,"No"
3592392,"No"
4808608,"No"
3808054,"No"
4806751,"No"
4819711,"No"
3871567,"No"
4918649,"No"
4923918,"No"
3845577,"No"
3280671,"No"
3388587,"No"
3685634,"No"
3358888,"No"
4870767,"No"
3799311,"No"
3485400,"No"
4914855,"No"
4928786,"No"
3577539,"No"
3316791,"No"
4881364,"No"
4983208,"No"
3012276,"No"
3046771,"No"
3593539,"No"
3754351,"No"
4780716,"No"
2995713,"No"
2956152,"No"
4984518,"No"
2946127,"No"
3308104,"No"
3933300,"No"
2981753,"No"
3876078,"No"
2243652,"No"
2814531,"No"
2867093,"No"
3707048,"No"
2962459,"No"
3554086,"No"
3020766,"No"
3325428,"No"
2163284,"No"
2153742,"No"
3547082,"No"
4811298,"No"
2924893,"No"
3060817,"No"
2863569,"No"
3982293,"No"
3341280,"No"
4854226,"No"
3708085,"No"
2997512,"No"
3265497,"No"
3441139,"No"
3336028,"No"
3497891,"No"
2191949,"No"
3667450,"No"
3828377,"No"
3712911,"No"
3431135,"No"
3780393,"No"
3943015,"No"
2870102,"No"
3132292,"No"
3690145,"No"
3140873,"No"
2936409,"No"
2275430,"No"
3986413,"No"
4898808,"No"
3775050,"No"
2079249,"No"
3448922,"No"
3992407,"No"
3006298,"No"
3588883,"No"
2315129,"No"
3233300,"No"
3292891,"No"
3048108,"No"
2949135,"No"
2826422,"No"
3540184,"No"
2177578,"No"
3284441,"No"
4896601,"No"
2252095,"No"
2300951,"No"
3983227,"No"
2851448,"No"
2296395,"No"
3882366,"No"
3375278,"No"
2140099,"No"
4981962,"No"
3836937,"No"
3928448,"No"
3008916,"No"
2160493,"No"
2148638,"No"
3470039,"No"
3313758,"No"
3797258,"No"
2294226,"No"
2878785,"No"
3301883,"No"
2826606,"No"
2840604,"No"
3250538,"No"
4936701,"No"
2913189,"No"
3575961,"No"
3777471,"No"
2201871,"No"
2260829,"No"
3784095,"No"
3222276,"No"
2994375,"No"
3444501,"No"
3719964,"No"
4931968,"No"
3857096,"No"
3193453,"No"
3806220,"No"
4850668,"No"
4753662,"No"
2811768,"No"
2905817,"No"
4010564,"No"
3981503,"No"
3945544,"No"
3865063,"No"
4004882,"No"
2978818,"No"
3276057,"No"
2277381,"No"
3329008,"No"
4796284,"No"
3462866,"No"
3991450,"No"
3704883,"No"
3261394,"No"
2905069,"No"
3588843,"No"
3590525,"No"
3097215,"No"
3290796,"No"
2315914,"No"
3350259,"No"
3737892,"No"
2804303,"No"
4963186,"No"
3940615,"No"
2819730,"No"
3696680,"No"
3685458,"No"
4957095,"No"
3659956,"No"
2257749,"No"
3000415,"No"
3505328,"No"
3747288,"No"
4831265,"No"
3591225,"No"
2110490,"No"
3341228,"No"
2168811,"No"
3500618,"No"
4981672,"No"
3731300,"No"
2991212,"No"
3385029,"No"
2241303,"No"
3734678,"No"
3304800,"No"
4785587,"No"
3167033,"No"
3713422,"No"
3120596,"No"
3229086,"No"
3683200,"No"
4910725,"No"
2949358,"No"
2270488,"No"
3073799,"No"
3190844,"No"
3065878,"No"
2859137,"No"
3107627,"No"
3378517,"No"
3030825,"No"
3826376,"No"
3329315,"No"
3432441,"No"
3196007,"No"
3975591,"No"
3388272,"No"
3170089,"No"
4907061,"No"
2853600,"No"
2303536,"No"
3587876,"No"
2153259,"No"
4762183,"No"
2195007,"No"
2927555,"No"
3318877,"No"
3045595,"No"
3788742,"No"
3080356,"No"
3201260,"No"
3289990,"No"
3922158,"No"
2963343,"No"
2132382,"No"
2255070,"No"
3784163,"No"
3223229,"No"
2916194,"No"
4830582,"No"
4749962,"No"
3253927,"No"
3273498,"No"
2959407,"No"
3502429,"No"
3608478,"No"
3555771,"No"
2929781,"No"
3448102,"No"
4821836,"No"
3199863,"No"
2294295,"No"
4931420,"No"
3446192,"No"
3360455,"No"
4909715,"No"
4775785,"No"
3197903,"No"
3180862,"No"
3632787,"No"
3588185,"No"
3503344,"No"
4004015,"No"
4002748,"No"
2884643,"No"
3500996,"No"
3218960,"No"
3560486,"No"
2999050,"No"
3094240,"No"
2235250,"No"
3738021,"No"
3074233,"No"
3001104,"No"
3241090,"No"
3638523,"No"
4752458,"No"
4907912,"No"
3097375,"No"
4935496,"No"
3643060,"No"
4846196,"No"
2925156,"No"
2936097,"No"
2171348,"No"
2285284,"No"
3785370,"No"
4811300,"No"
3434660,"No"
2852351,"No"
2833104,"No"
3188716,"No"
2212512,"No"
4946610,"No"
3603921,"No"
3812576,"No"
3614862,"No"
3020172,"No"
3830948,"No"
3641576,"No"
3803232,"No"
4946821,"No"
2094682,"No"
3520729,"No"
3799535,"No"
3972041,"No"
3214666,"No"
3790331,"No"
2937729,"No"
2877243,"No"
4930883,"No"
2988045,"No"
3495533,"No"
3862593,"No"
3381295,"No"
3509107,"No"
2906546,"No"
3982820,"No"
2295203,"No"
3418998,"No"
2276841,"No"
2930797,"No"
3024638,"No"
2146281,"No"
4818056,"No"
3942758,"No"
2882753,"No"
3803445,"No"
3888208,"No"
2155526,"No"
3285966,"No"
3234293,"No"
3385906,"No"
3485618,"No"
2229494,"No"
3845800,"No"
3004751,"No"
2140987,"No"
3035067,"No"
3473015,"No"
3047909,"No"
2844636,"No"
3111640,"No"
4929794,"No"
3731816,"No"
3860975,"No"
3685723,"No"
3430679,"No"
3734837,"No"
3527114,"No"
2957396,"No"
3391209,"No"
3740276,"No"
3584874,"No"
3689410,"No"
3256925,"No"
3224584,"No"
2095058,"No"
3612762,"No"
3584016,"No"
3603111,"No"
2302673,"No"
4872596,"No"
3858182,"No"
2191021,"No"
3086084,"No"
3437596,"No"
3307895,"No"
3540958,"No"
2107080,"No"
2306089,"No"
3533415,"No"
3029026,"No"
3839070,"No"
2821448,"No"
2201255,"No"
3268468,"No"
3384906,"No"
3554384,"No"
3024744,"No"
3824652,"No"
3492302,"No"
3728530,"No"
4812175,"No"
3465866,"No"
3345805,"No"
3183692,"No"
3693990,"No"
4928908,"No"
3926255,"No"
3770604,"No"
3886730,"No"
3068472,"No"
3593611,"No"
3290937,"No"
3035442,"No"
2306737,"No"
3147499,"No"
4789113,"No"
4761142,"No"
4907224,"No"
3843969,"No"
2931004,"No"
3893166,"No"
3010056,"No"
3616460,"No"
3452013,"No"
4864762,"No"
3400871,"No"
3583436,"No"
4780763,"No"
3733780,"No"
3960937,"No"
3886679,"No"
4924854,"No"
3939293,"No"
3645913,"No"
3685030,"No"
3590363,"No"
3405860,"No"
4001981,"No"
3548919,"No"
4886707,"No"
2989853,"No"
4894497,"No"
3304540,"No"
2176509,"No"
4000268,"No"
3486691,"No"
4907106,"No"
3787080,"No"
2938137,"No"
2209829,"No"
3459195,"No"
3231676,"No"
3573565,"No"
3338268,"No"
2996468,"No"
3673263,"No"
3084824,"No"
2221801,"No"
3734655,"No"
3351743,"No"
2117906,"No"
2835990,"No"
4855329,"No"
3915371,"No"
2166786,"No"
3533544,"No"
2184472,"No"
3726689,"No"
4767136,"No"
3032405,"No"
2977983,"No"
3287832,"No"
3740040,"No"
3725152,"No"
2888052,"No"
4860346,"No"
3009000,"No"
4941529,"No"
4939170,"No"
4829676,"No"
3623312,"No"
4848913,"No"
2219920,"No"
4832155,"No"
3794787,"No"
3766095,"No"
3419854,"No"
4945112,"No"
4858221,"No"
3219276,"No"
3881661,"No"
3450445,"No"
2903971,"No"
2950012,"No"
2975963,"No"
4790881,"No"
3637346,"No"
4783557,"No"
3258312,"No"
3115409,"No"
3736667,"No"
2287811,"No"
3903259,"No"
4824157,"No"
3356932,"No"
2804028,"No"
3644574,"No"
3371520,"No"
3837566,"No"
3335418,"No"
3343797,"No"
2931299,"No"
2923696,"No"
4946500,"No"
2898077,"No"
2103007,"No"
3900278,"No"
2126555,"No"
3543245,"No"
2825979,"No"
3668184,"No"
3307064,"No"
3804666,"No"
2980417,"No"
3480677,"No"
3651400,"No"
3325256,"No"
3986239,"No"
3084146,"No"
4783530,"No"
3009633,"No"
4881287,"No"
2198587,"No"
3976161,"No"
2176483,"No"
2828981,"No"
4975947,"No"
2976564,"No"
3420046,"No"
4876672,"No"
3540530,"No"
2174901,"No"
2992266,"No"
2083589,"No"
2223797,"No"
3862598,"No"
4865946,"No"
3318664,"No"
4976951,"No"
4962966,"No"
3955649,"No"
2098942,"No"
3211087,"No"
3635007,"No"
3001311,"No"
2271558,"No"
2974854,"No"
3830806,"No"
3186221,"No"
2992380,"No"
4760077,"No"
2277828,"No"
3972916,"No"
2952555,"No"
3881983,"No"
2916335,"No"
4843289,"No"
2268690,"No"
3218627,"No"
3382882,"No"
3598175,"No"
3927679,"No"
3596514,"No"
3055934,"No"
2166638,"No"
3177656,"No"
2254451,"No"
3226635,"No"
2903773,"No"
3884128,"No"
3652946,"No"
3773974,"No"
2304823,"No"
2215020,"No"
2802854,"No"
3451155,"No"
3034047,"No"
4780712,"No"
3899820,"No"
3619652,"No"
2297514,"No"
3837922,"No"
2108485,"No"
3140443,"No"
3998026,"No"
3749769,"No"
3014616,"No"
3475204,"No"
3457768,"No"
3138248,"No"
2920761,"No"
4812101,"No"
2826855,"No"
3265259,"No"
2838416,"No"
4903030,"No"
4828987,"No"
2163352,"No"
3766847,"No"
3551871,"No"
3761382,"No"
3890808,"No"
3513285,"No"
2298913,"No"
2898723,"No"
3450923,"No"
3013043,"No"
2820488,"No"
3318663,"No"
3555550,"No"
3177381,"No"
2154055,"No"
3381825,"No"
3780971,"No"
3919506,"No"
2176581,"No"
3102077,"No"
3142048,"No"
3741679,"No"
2152835,"No"
2831717,"No"
3374659,"No"
3738780,"No"
2131838,"No"
4807649,"No"
3413151,"No"
2078860,"No"
3563080,"No"
4770988,"No"
2250022,"No"
2815065,"No"
3681344,"No"
2901482,"No"
2939658,"No"
3854106,"No"
4825463,"No"
3968140,"No"
3235869,"No"
4850282,"No"
3346645,"No"
2102072,"No"
3689721,"No"
3225827,"No"
3619361,"No"
3319993,"No"
2120262,"No"
3268333,"No"
3187891,"No"
2950669,"No"
2185788,"No"
3400750,"No"
2886250,"No"
3119231,"No"
3846179,"No"
3278909,"No"
3691613,"No"
3785604,"No"
3087110,"No"
2930444,"No"
2271786,"No"
3291729,"No"
3297212,"No"
2850214,"No"
4825816,"No"
3974861,"No"
2837304,"No"
3708340,"No"
3730447,"No"
3803391,"No"
3125999,"No"
3659952,"No"
3532595,"No"
3724133,"No"
3929631,"No"
2966715,"No"
3742751,"No"
3324740,"No"
3513725,"No"
3931295,"No"
4841503,"No"
2884052,"No"
4886215,"No"
3913571,"No"
3165472,"No"
4857944,"No"
4894824,"No"
3741265,"No"
3866171,"No"
3642246,"No"
3103328,"No"
3238685,"No"
4793805,"No"
2863775,"No"
3176094,"No"
3549464,"No"
4909037,"No"
3304666,"No"
3935073,"No"
3451779,"No"
3380853,"No"
3613913,"No"
3511263,"No"
3992124,"No"
3506512,"No"
4966159,"No"
3350977,"No"
2913400,"No"
2128744,"No"
2237312,"No"
3009486,"No"
3159466,"No"
2225311,"No"
2905208,"No"
2204058,"No"
2899791,"No"
4863577,"No"
3942014,"No"
3562118,"No"
3788740,"No"
3078085,"No"
3902616,"No"
3237970,"No"
3360936,"No"
3090694,"No"
3965717,"No"
2151586,"No"
3242762,"No"
2224440,"No"
2128875,"No"
3482079,"No"
4892580,"No"
3320047,"No"
4890683,"No"
3702275,"No"
2287996,"No"
3882117,"No"
4805750,"No"
2874310,"No"
2891390,"No"
4865348,"No"
3394029,"No"
2976925,"No"
3178051,"No"
2300570,"No"
4978907,"No"
3038321,"No"
3917751,"No"
2887095,"No"
3779166,"No"
3587508,"No"
3236931,"No"
3385964,"No"
3508888,"No"
3572919,"No"
3489952,"No"
3785137,"No"
2273809,"No"
2161743,"No"
2985120,"No"
4888127,"No"
4985309,"No"
2079421,"No"
4961617,"No"
2965369,"No"
3099108,"No"
3993001,"No"
3798988,"No"
3261233,"No"
3448880,"No"
2145331,"No"
3956996,"No"
3859168,"No"
2928015,"No"
3514924,"No"
3022649,"No"
3177271,"No"
3603475,"No"
4821910,"No"
2935112,"No"
3521305,"No"
2130551,"No"
3505770,"No"
3360681,"No"
3129345,"No"
3155698,"No"
3961971,"No"
4767475,"No"
3558841,"No"
2820027,"No"
3289611,"No"
3572525,"No"
3917439,"No"
3539701,"No"
3449495,"No"
3671028,"No"
2830232,"No"
2227332,"No"
3755080,"No"
2956576,"No"
3859244,"No"
3322581,"No"
3880270,"No"
2823917,"No"
3413737,"No"
3741925,"No"
2080101,"No"
3660080,"No"
2809227,"No"
3557030,"No"
3539854,"No"
3839959,"No"
4768245,"No"
3676157,"No"
3496340,"No"
2300875,"No"
3382124,"No"
3105005,"No"
3943406,"No"
2975235,"No"
3311822,"No"
2923898,"No"
3397663,"No"
3931209,"No"
2922143,"No"
3501969,"No"
2196480,"No"
2913190,"No"
3296509,"No"
3278045,"No"
2155512,"No"
4911571,"No"
2838060,"No"
3765663,"No"
2826651,"No"
3238852,"No"
2120432,"No"
3598264,"No"
3512951,"No"
2207158,"No"
3441843,"No"
4752521,"No"
3703211,"No"
3993885,"No"
3573406,"No"
2845891,"No"
3612867,"No"
3108988,"No"
3783576,"No"
2999557,"No"
2994318,"No"
2118108,"No"
3660321,"No"
2836929,"No"
3635372,"No"
3478956,"No"
3227226,"No"
3767074,"No"
3392165,"No"
3843282,"No"
3193198,"No"
4815239,"No"
2141053,"No"
2829611,"No"
4835835,"No"
3180520,"No"
3477525,"No"
3886027,"No"
2991083,"No"
4802109,"No"
3270221,"No"
3165851,"No"
3053298,"No"
3219755,"No"
3032592,"No"
2280213,"No"
2815635,"No"
3875487,"No"
2094751,"No"
3582603,"No"
2856197,"No"
4971460,"No"
4805179,"No"
3307686,"No"
3114160,"No"
2879681,"No"
3827313,"No"
2832802,"No"
4744302,"No"
3395467,"No"
2857559,"No"
4775800,"No"
3351761,"No"
3262055,"No"
2975507,"No"
3329951,"No"
4846921,"No"
3178757,"No"
4849864,"No"
2244812,"No"
4006367,"No"
3780157,"No"
3220450,"No"
3897614,"No"
2271026,"No"
2117120,"No"
2165959,"No"
2954888,"No"
2283965,"No"
3531421,"No"
3398259,"No"
3309561,"No"
3944106,"No"
3537032,"No"
4744428,"No"
3126086,"No"
4932693,"No"
3143818,"No"
3607016,"No"
3716595,"No"
2277712,"No"
2231006,"No"
3256917,"No"
3003094,"No"
4001124,"No"
3547465,"No"
2157905,"No"
3848656,"No"
2928765,"No"
3036127,"No"
3986969,"No"
3217101,"No"
3799886,"No"
3546057,"No"
4853362,"No"
3143905,"No"
4805431,"No"
3694049,"No"
2099571,"No"
4866651,"No"
3824474,"No"
2232097,"No"
2891795,"No"
3869085,"No"
3748311,"No"
3974639,"No"
3272060,"No"
3654395,"No"
2316026,"No"
2875228,"No"
3327817,"No"
3938026,"No"
3040325,"No"
3584348,"No"
3801621,"No"
2255777,"No"
3640495,"No"
2149819,"No"
2882022,"No"
2106155,"No"
3820370,"No"
3422437,"No"
4913912,"No"
2910183,"No"
2314534,"No"
2193367,"No"
4973974,"No"
3935392,"No"
2107283,"No"
2231643,"No"
3793418,"No"
4799269,"No"
2186550,"No"
3817199,"No"
3526616,"No"
4006814,"No"
3270043,"No"
4750010,"No"
3751193,"No"
3655909,"No"
3661447,"No"
3215556,"No"
2961237,"No"
3175996,"No"
3969009,"No"
3489301,"No"
4779317,"No"
3480035,"No"
3388337,"No"
3733327,"No"
3776659,"No"
3414760,"No"
4901306,"No"
4748668,"No"
3321546,"No"
3315519,"No"
4871519,"No"
3294982,"No"
3716615,"No"
3705993,"No"
2264747,"No"
3988727,"No"
3270188,"No"
3261675,"No"
3104490,"No"
3425252,"No"
3120992,"No"
3140626,"No"
2210489,"No"
3689587,"No"
3277112,"No"
3600023,"No"
3179861,"No"
3403416,"No"
2849145,"No"
3756477,"No"
3301090,"No"
2161994,"No"
4924031,"No"
3763625,"No"
2178569,"No"
3115960,"No"
3943972,"No"
2104678,"No"
2131276,"No"
3163399,"No"
2986176,"No"
2307545,"No"
3558265,"No"
3748822,"No"
2854366,"No"
3344304,"No"
3028337,"No"
2922316,"No"
2143194,"No"
2930942,"No"
2301005,"No"
3164808,"No"
3762615,"No"
3556482,"No"
3331840,"No"
3042928,"No"
3761214,"No"
2845714,"No"
3687963,"No"
3484834,"No"
3356624,"No"
3329351,"No"
3789403,"No"
3539051,"No"
2846801,"No"
3938172,"No"
2167118,"No"
3751591,"No"
3050572,"No"
3471771,"No"
3263277,"No"
2965538,"No"
2915497,"No"
3407548,"No"
3096183,"No"
3883307,"No"
2303444,"No"
4856480,"No"
4968291,"No"
2833767,"No"
4903148,"No"
3330177,"No"
3346289,"No"
2841203,"No"
2183174,"No"
2161390,"No"
3155353,"No"
4886213,"No"
3133783,"No"
3484281,"No"
3226274,"No"
3705272,"No"
4900729,"No"
3308299,"No"
4857241,"No"
2183920,"No"
2956201,"No"
3616907,"No"
2095495,"No"
4007793,"No"
3680182,"No"
3718991,"No"
4829119,"No"
3141140,"No"
3479088,"No"
3708627,"No"
3387627,"No"
2246053,"No"
3221907,"No"
3067069,"No"
3018854,"No"
2956065,"No"
3375347,"No"
3036386,"No"
4752254,"No"
3047054,"No"
3865786,"No"
2953590,"No"
2283276,"No"
3133456,"No"
3677211,"No"
3792665,"No"
4840906,"No"
2207443,"No"
3870919,"No"
2819578,"No"
3304761,"No"
4829713,"No"
2190481,"No"
4901202,"No"
3148025,"No"
3771583,"No"
2304457,"No"
2910947,"No"
3370058,"No"
3563882,"No"
3506317,"No"
4953766,"No"
3833860,"No"
3148291,"No"
2863923,"No"
3285456,"No"
3275217,"No"
2308340,"No"
2831126,"No"
3280116,"No"
2836942,"No"
3284739,"No"
3980508,"No"
2956895,"No"
3138351,"No"
2264073,"No"
3742858,"No"
3310653,"No"
3417496,"No"
2975144,"No"
4957610,"No"
3075857,"No"
3589485,"No"
3124999,"No"
2152954,"No"
3417031,"No"
3007600,"No"
2912285,"No"
3271861,"No"
3201698,"No"
3537324,"No"
3743111,"No"
3383095,"No"
3213530,"No"
3323441,"No"
2923394,"No"
4746060,"No"
3924690,"No"
3956388,"No"
3290725,"No"
3521609,"No"
2203584,"No"
3824374,"No"
4812835,"No"
2302270,"No"
3985944,"No"
3331220,"No"
3986826,"No"
3342657,"No"
3143839,"No"
3110609,"No"
3274793,"No"
3630418,"No"
2250717,"No"
4801567,"No"
3832525,"No"
3317941,"No"
3251580,"No"
4916223,"No"
3155411,"No"
3317883,"No"
2816200,"No"
2200941,"No"
2817665,"No"
3784505,"No"
3191571,"No"
2980365,"No"
4918589,"No"
2926836,"No"
4975430,"No"
3369174,"No"
4788802,"No"
2115702,"No"
3976863,"No"
3001717,"No"
3963130,"No"
3597379,"No"
4956352,"No"
4855036,"No"
4931488,"No"
3745114,"No"
3830600,"No"
3413955,"No"
3934065,"No"
3178125,"No"
3429029,"No"
3515447,"No"
3471507,"No"
4879690,"No"
4957962,"No"
3314175,"No"
3001300,"No"
3318785,"No"
3944440,"No"
4883948,"No"
3007619,"No"
2193050,"No"
3438038,"No"
3999568,"No"
3492564,"No"
2295929,"No"
3193387,"No"
4793149,"No"
3636919,"No"
2263895,"No"
2194932,"No"
4850770,"No"
2985274,"No"
4917286,"No"
3954620,"No"
3329141,"No"
3498815,"No"
3153199,"No"
3578359,"No"
2873183,"No"
3753279,"No"
3882852,"No"
3243220,"No"
3888081,"No"
3230512,"No"
3653954,"No"
2967090,"No"
4819922,"No"
4884942,"No"
3104643,"No"
3633775,"No"
3412405,"No"
3084595,"No"
3351439,"No"
3419846,"No"
3032224,"No"
2227700,"No"
3699418,"No"
2229720,"No"
3976174,"No"
2167944,"No"
3872568,"No"
4922476,"No"
3921803,"No"
3451020,"No"
2906406,"No"
3862486,"No"
3618519,"No"
4744486,"No"
3518387,"No"
2208878,"No"
3119468,"No"
2922473,"No"
3810675,"No"
3580475,"No"
2107794,"No"
4753452,"No"
2932186,"No"
2189978,"No"
3840472,"No"
3176550,"No"
4894355,"No"
4902386,"No"
3892158,"No"
3539789,"No"
3852570,"No"
2184300,"No"
3463292,"No"
3697195,"No"
3925152,"No"
2939395,"No"
3176692,"No"
3951955,"No"
2995402,"No"
3698796,"No"
4930752,"No"
3382537,"No"
4980140,"No"
4931118,"No"
3944904,"No"
4796979,"No"
3918058,"No"
4917008,"No"
3625608,"No"
3979839,"No"
4903544,"No"
2269017,"No"
3603525,"No"
4000188,"No"
3374870,"No"
3900366,"No"
3997648,"No"
4776144,"No"
3194215,"No"
2125579,"No"
3389451,"No"
2851471,"No"
2820837,"No"
4981503,"No"
4901295,"No"
3904679,"No"
3355411,"No"
2232631,"No"
2312993,"No"
3042815,"No"
3161416,"No"
3082687,"No"
3103500,"No"
3124407,"No"
3464870,"No"
3633693,"No"
3163787,"No"
2311657,"No"
2188349,"No"
4958113,"No"
2309214,"No"
2113277,"No"
4756778,"No"
3823053,"No"
3306387,"No"
2111072,"No"
4003759,"No"
3644161,"No"
3339108,"No"
3863711,"No"
2890262,"No"
2183962,"No"
3666745,"No"
2920900,"No"
2991717,"No"
2880706,"No"
3278033,"No"
3766556,"No"
3198834,"No"
4775780,"No"
2185322,"No"
3015671,"No"
2835680,"No"
2975023,"No"
2805097,"No"
3001741,"No"
3312071,"No"
3326041,"No"
2948979,"No"
3601059,"No"
2075376,"No"
2983219,"No"
3575669,"No"
3092894,"No"
2837721,"No"
2836897,"No"
4888685,"No"
2262094,"No"
2133478,"No"
3646665,"No"
3272038,"No"
3367058,"No"
2914979,"No"
3480764,"No"
3381415,"No"
3581261,"No"
4861756,"No"
3822952,"No"
4843381,"No"
4000866,"No"
3117316,"No"
3871615,"No"
3720416,"No"
4943827,"No"
3095692,"No"
3414447,"No"
3824449,"No"
3688152,"No"
2135095,"No"
3967657,"No"
2230772,"No"
3641759,"No"
2225557,"No"
4795943,"No"
2090830,"No"
