,sku,went_on_backorder
8127,3069450,No
8128,2194409,No
8129,3038058,Yes
8130,4913120,No
8131,3757015,Yes
8132,4002727,No
8133,2830629,No
8134,2840378,No
8135,2101635,No
8136,4853022,No
8137,2959384,No
8138,3205544,Yes
8139,2883755,No
8140,3470921,No
8141,2205628,No
8142,2932639,No
8143,3978637,No
8144,3739228,No
8145,3529284,No
8146,3245862,No
8147,2929374,No
8148,3676817,No
8149,4766159,No
8150,3210944,No
8151,3602482,No
8152,3844442,No
8153,3641463,No
8154,2177257,No
8155,3073210,No
8156,3538108,No
8157,3518502,No
8158,4955299,No
8159,4985734,No
8160,2240727,No
8161,3339235,No
8162,4864458,No
8163,3625626,No
8164,2948556,No
8165,3154064,No
8166,3192698,No
8167,4849113,No
8168,3430971,No
8169,2863908,No
8170,3253431,No
8171,3282506,No
8172,3233911,No
8173,3963391,No
8174,3305652,No
8175,3936771,No
8176,2884579,No
8177,4784287,No
8178,3511889,No
8179,3447065,No
8180,2215268,No
8181,2936691,Yes
8182,2131238,No
8183,3134353,No
8184,2861897,No
8185,3676180,No
8186,3573646,No
8187,2291661,No
8188,4944764,No
8189,3617230,No
8190,2867156,No
8191,3086123,No
8192,3364204,No
8193,3306178,No
8194,2859580,No
8195,3110063,No
8196,4923332,No
8197,2824597,No
8198,3094364,No
8199,3764162,No
8200,4828223,No
8201,3647506,No
8202,2144961,No
8203,3588428,No
8204,2314956,No
8205,3195173,Yes
8206,2850057,No
8207,2176469,No
8208,3518596,No
8209,3169123,No
8210,3243691,No
8211,2170028,Yes
8212,3266848,Yes
8213,3478625,No
8214,3518504,No
8215,2213525,No
8216,2117142,No
8217,3398292,No
8218,3243047,No
8219,2299448,No
8220,3275689,No
8221,2271446,No
8222,4975345,Yes
8223,3507189,Yes
8224,4871647,No
8225,2998049,No
8226,2881559,Yes
8227,2223372,No
8228,3857883,No
8229,3625492,No
8230,3729024,Yes
8231,3752348,No
8232,2947975,No
8233,3296025,No
8234,2315836,No
8235,2287141,Yes
8236,4962433,No
8237,2082727,No
8238,3909039,No
8239,3637733,No
8240,2078076,No
8241,3353475,Yes
8242,3009806,No
8243,4777734,No
8244,4771656,No
8245,4984079,No
8246,4854913,No
8247,3957774,No
8248,3628371,No
8249,3531489,No
8250,4871036,No
8251,2892101,No
8252,4748722,No
8253,3672668,No
8254,3605628,No
8255,3343434,No
8256,3057532,No
8257,3611063,No
8258,3792031,No
8259,3483217,Yes
8260,3925816,No
8261,2971116,No
8262,3609070,No
8263,3526258,No
8264,3340412,No
8265,3903550,No
8266,3031895,No
8267,2216741,No
8268,3135300,No
8269,3157272,No
8270,3299025,No
8271,3861465,Yes
8272,3910221,No
8273,3230985,No
8274,3636299,No
8275,3791091,No
8276,2261156,No
8277,4008326,No
8278,2178167,Yes
8279,3698770,No
8280,3130814,No
8281,2292536,No
8282,2302459,No
8283,3515297,No
8284,3395049,No
8285,4786695,No
8286,2958434,Yes
8287,3867964,No
8288,3376546,No
8289,4950199,No
8290,2136569,No
8291,3550893,No
8292,2141495,No
8293,4894568,No
8294,3887679,No
8295,3016265,No
8296,3509478,Yes
8297,4900661,No
8298,3933862,No
8299,4909935,No
8300,2216446,Yes
8301,2841182,No
8302,4744491,No
8303,4881648,No
8304,2116620,No
8305,3692103,No
8306,3959930,No
8307,3209631,No
8308,3032394,No
8309,3587530,No
8310,3446701,Yes
8311,3268450,No
8312,2149492,No
8313,4918139,No
8314,3177256,No
8315,2312026,No
8316,4797853,No
8317,3129032,No
8318,3693725,No
8319,3708518,No
8320,3178824,No
8321,4912948,No
8322,3653762,No
8323,4945782,No
8324,3018909,No
8325,3953882,No
8326,2959865,No
8327,2911093,No
8328,2081618,Yes
8329,3217874,No
8330,3847778,Yes
8331,2230395,No
8332,3732999,No
8333,3607095,No
8334,2275644,No
8335,3251160,No
8336,2861799,No
8337,3221066,No
8338,3772542,No
8339,2937252,No
8340,3888546,No
8341,3672995,No
8342,3841287,No
8343,2908336,No
8344,2138144,No
8345,3485074,No
8346,3548432,No
8347,2279689,No
8348,2292084,No
8349,2858673,No
8350,3434622,Yes
8351,2301456,No
8352,2985107,No
8353,2811230,No
8354,3755015,No
8355,3789605,No
8356,2805247,No
8357,4748872,No
8358,2078401,Yes
8359,4936564,No
8360,3207682,No
8361,3758047,No
8362,2268558,No
8363,3410067,No
8364,2170410,No
8365,3757360,Yes
8366,3203644,No
8367,3288016,No
8368,2077070,No
8369,2146996,No
8370,3297402,Yes
8371,3790038,No
8372,3239221,Yes
8373,2828434,No
8374,2080103,No
8375,2968139,Yes
8376,2913329,No
8377,3677168,No
8378,4937438,Yes
8379,3179837,Yes
8380,2857465,Yes
8381,4873310,No
8382,4919377,No
8383,2309564,No
8384,4910500,No
8385,3619949,No
8386,2256637,No
8387,3826023,No
8388,3848900,No
8389,2304875,No
8390,4798904,No
8391,4958544,No
8392,2209042,No
8393,3207341,No
8394,3317012,No
8395,2169800,No
8396,2212307,No
8397,3885259,No
8398,2115016,Yes
8399,3508244,No
8400,3048130,No
8401,3400252,Yes
8402,4863730,No
8403,4952176,No
8404,2286705,No
8405,4000868,No
8406,3561163,No
8407,4003304,No
8408,3499704,No
8409,3316173,No
8410,2884657,No
8411,2315946,No
8412,3807119,No
8413,3910048,Yes
8414,3167286,No
8415,3052881,No
8416,3615970,No
8417,3861468,No
8418,2157524,No
8419,2871702,No
8420,4859960,No
8421,2308037,No
8422,2224658,No
8423,2145714,No
8424,4753108,No
8425,3447995,No
8426,2293468,No
8427,3299361,No
8428,4908026,No
8429,3791186,No
8430,3373721,No
8431,4898339,No
8432,2253924,Yes
8433,3084232,No
8434,3731086,Yes
8435,4793028,No
8436,3178699,No
8437,2180415,No
8438,4915101,No
8439,4958619,No
8440,3092512,No
8441,3455044,No
8442,3987045,No
8443,4877543,No
8444,4977442,No
8445,2162341,No
8446,4932265,No
8447,3505228,No
8448,3750838,No
8449,3206258,No
8450,3677964,No
8451,3718136,No
8452,3435459,No
8453,3964603,No
8454,3892054,No
8455,2132155,No
8456,3502124,No
8457,3158668,No
8458,3304337,No
8459,3863019,No
8460,2246509,No
8461,2285312,No
8462,3637605,No
8463,3535138,No
8464,3450669,No
8465,3264666,No
8466,2292276,No
8467,4784510,No
8468,3617949,No
8469,3369812,Yes
8470,3438627,Yes
8471,3765956,No
8472,3027174,No
8473,3712123,No
8474,3321260,No
8475,3747078,No
8476,3058175,No
8477,2926617,No
8478,4881697,No
8479,3413307,No
8480,3395500,No
8481,4983996,Yes
8482,3408173,No
8483,3122532,No
8484,2263421,No
8485,2200264,No
8486,3741114,Yes
8487,3310780,No
8488,3184354,Yes
8489,3316294,No
8490,3746082,No
8491,4972073,No
8492,3712529,Yes
8493,3028462,No
8494,3245793,No
8495,3290718,Yes
8496,3849786,Yes
8497,2965977,No
8498,3293608,No
8499,2900964,No
8500,3609862,No
8501,3322471,No
8502,4923039,No
8503,3727123,No
8504,3707102,No
8505,3389684,No
8506,3374880,No
8507,3276241,No
8508,3791548,Yes
8509,2812838,No
8510,3891121,No
8511,3376581,No
8512,4902512,No
8513,3248005,No
8514,4964742,No
8515,2865376,No
8516,2159302,No
8517,3526884,No
8518,2840318,No
8519,2219744,Yes
8520,3954474,Yes
8521,3015102,No
8522,3568256,No
8523,2168333,No
8524,3209745,No
8525,3501264,No
8526,3003659,No
8527,4821604,No
8528,2824853,No
8529,2856548,No
8530,3970098,No
8531,3657705,No
8532,3409654,No
8533,3784097,No
8534,3438002,Yes
8535,4811098,No
8536,2857599,No
8537,3245107,Yes
8538,4835010,No
8539,3966001,No
8540,3156800,No
8541,2247141,No
8542,4900259,No
8543,3046726,Yes
8544,4755197,No
8545,2945852,No
8546,3329428,No
8547,3130073,No
8548,3839131,No
8549,3269829,No
8550,3678081,No
8551,2272346,No
8552,3039971,No
8553,3587561,No
8554,2168231,No
8555,2256657,No
8556,2838677,No
8557,4860013,Yes
8558,3923054,No
8559,3061891,No
8560,3310619,No
8561,3669910,No
8562,3453568,No
8563,3234543,No
8564,3585348,No
8565,3615183,No
8566,2134818,No
8567,3381323,No
8568,3958928,No
8569,3159273,No
8570,2121649,No
8571,3048089,Yes
8572,2237688,No
8573,2212761,No
8574,2156485,No
8575,3740083,No
8576,3108691,No
8577,4906030,No
8578,2207340,No
8579,3630210,No
8580,3863131,No
8581,3267852,Yes
8582,3432405,No
8583,2223363,No
8584,2135883,No
8585,4885736,No
8586,3289013,No
8587,3228479,No
8588,2249561,No
8589,3151104,No
8590,3366217,No
8591,3880261,No
8592,3187772,No
8593,4820161,No
8594,3827450,No
8595,4928853,No
8596,4855695,No
8597,3037754,No
8598,3314159,No
8599,4766585,No
8600,2187924,Yes
8601,3648611,No
8602,4810046,No
8603,3939261,No
8604,2916460,No
8605,2137560,No
8606,3672869,No
8607,3436379,Yes
8608,3688793,No
8609,2279626,Yes
8610,2930591,No
8611,2907911,No
8612,3091801,No
8613,4798752,No
8614,3196721,No
8615,3964271,No
8616,3667336,No
8617,2914044,No
8618,4767862,No
8619,2845972,No
8620,2850181,No
8621,2947132,No
8622,3158582,No
8623,3834860,No
8624,2125715,No
8625,3423093,No
8626,3098232,No
8627,2091900,No
8628,4799211,Yes
8629,2993781,No
8630,2918564,Yes
8631,3169598,Yes
8632,2095547,No
8633,2841097,No
8634,2291770,Yes
8635,2189803,No
8636,2274967,No
8637,3613952,No
8638,2206271,Yes
8639,2103327,No
8640,3841656,No
8641,3361853,No
8642,3714000,No
8643,3386578,No
8644,3576650,No
8645,2108592,No
8646,4757284,No
8647,3964308,No
8648,4765560,No
8649,3510361,No
8650,2924814,No
8651,3101569,Yes
8652,2255765,No
8653,3003010,Yes
8654,3628688,No
8655,4932548,No
8656,4903656,No
8657,3439133,No
8658,3178271,No
8659,3168671,No
8660,3950854,No
8661,2828172,No
8662,4772375,No
8663,4745108,No
8664,3058301,Yes
8665,4754879,No
8666,2229098,No
8667,3203757,No
8668,2305812,No
8669,2314176,No
8670,3696269,No
8671,3549215,No
8672,4916709,No
8673,2822648,No
8674,3404892,No
8675,4804026,No
8676,2178199,Yes
8677,3599163,Yes
8678,3472686,No
8679,3902296,No
8680,3821023,Yes
8681,2312043,Yes
8682,2253812,Yes
8683,3123911,No
8684,2858454,Yes
8685,3921778,No
8686,3379920,No
8687,2893376,Yes
8688,3749584,Yes
8689,2878418,No
8690,4957574,No
8691,3675467,No
8692,2814755,No
8693,3432920,No
8694,3012428,No
8695,3690197,Yes
8696,2835453,No
8697,4755863,No
8698,2079902,No
8699,2110925,No
8700,3333082,No
8701,2951959,No
8702,3611471,No
8703,3535345,No
8704,3540332,No
8705,2109513,No
8706,2822173,No
8707,4970746,No
8708,4837558,No
8709,3719912,No
8710,3437497,No
8711,4754026,No
8712,3500710,No
8713,3313016,No
8714,3249857,No
8715,3338888,Yes
8716,4797316,No
8717,3107078,Yes
8718,3418023,No
8719,2258135,No
8720,3909625,No
8721,3133926,No
8722,3308730,No
8723,3915766,No
8724,4867605,No
8725,3918791,No
8726,2836361,No
8727,2237820,No
8728,2964276,Yes
8729,3200735,No
8730,3398105,No
8731,3986703,No
8732,2248299,No
8733,2273638,No
8734,3463447,Yes
8735,2252335,No
8736,3359527,No
8737,3348387,No
8738,3372941,No
8739,3425168,Yes
8740,4846732,No
8741,4780184,No
8742,3136419,Yes
8743,3683176,Yes
8744,2103599,Yes
8745,3835186,Yes
8746,4980919,Yes
8747,3651001,Yes
8748,4860604,No
8749,4876119,No
8750,2925982,No
8751,2286799,Yes
8752,3999720,No
8753,2275907,Yes
8754,3180803,Yes
8755,3800310,No
8756,2936913,No
8757,3884798,No
8758,3873219,No
8759,3840403,No
8760,2933091,No
8761,2195219,No
8762,2855829,Yes
8763,3033173,No
8764,3928125,No
8765,3907595,No
8766,3913087,No
8767,4861506,No
8768,3376603,No
8769,3024568,No
8770,2258797,No
8771,3589780,No
8772,4744480,No
8773,3571044,No
8774,3283239,No
8775,3128604,No
8776,3034704,No
8777,2942924,No
8778,4816845,Yes
8779,3322404,Yes
8780,3000322,No
8781,4801253,No
8782,3947104,No
8783,3827813,No
8784,3964947,No
8785,3450125,No
8786,3015220,No
8787,3563674,No
8788,3915844,No
8789,4869141,No
8790,3287239,No
8791,3119816,No
8792,3409502,No
8793,3064298,No
8794,3037674,Yes
8795,3832105,Yes
8796,4910859,No
8797,4848843,No
8798,3158330,No
8799,3979545,No
8800,3836563,No
8801,2853653,No
8802,2096151,No
8803,3083827,No
8804,3624833,No
8805,3952768,No
8806,2195703,No
8807,4829077,No
8808,4953978,No
8809,3197469,No
8810,2890285,No
8811,3659513,No
8812,4795251,No
8813,2822922,No
8814,3228842,No
8815,2225090,No
8816,2804971,No
8817,4871612,No
8818,3941274,No
8819,3093448,No
8820,2114980,No
8821,4858807,No
8822,3037056,No
8823,2090484,No
8824,3727213,Yes
8825,2961341,Yes
8826,4834185,No
8827,3448690,No
8828,3188803,No
8829,3813131,No
8830,2107660,No
8831,3072743,No
8832,3792474,No
8833,2252642,No
8834,3625589,No
8835,2216576,Yes
8836,3758138,No
8837,3055299,No
8838,3129167,Yes
8839,2810292,No
8840,3864237,No
8841,2206299,No
8842,3594433,No
8843,3259436,No
8844,2819361,No
8845,3332840,No
8846,3483703,No
8847,2837200,No
8848,3046865,Yes
8849,2836486,Yes
8850,3724364,No
8851,3256554,No
8852,3040216,No
8853,3568495,No
8854,3953085,Yes
8855,2983015,No
8856,3225066,No
8857,4930728,No
8858,4834115,No
8859,3093795,No
8860,3056090,No
8861,4919752,No
8862,3921351,No
8863,2312304,No
8864,3114406,Yes
8865,3978340,No
8866,3121933,No
8867,3932218,No
8868,3251161,No
8869,3934827,No
8870,3593999,No
8871,3678433,No
8872,3668604,No
8873,4777873,No
8874,3253944,No
8875,3663966,No
8876,2802198,No
8877,3254103,No
8878,3601135,No
8879,3364487,No
8880,3888201,No
8881,3626385,No
8882,4904065,No
8883,3957331,No
8884,3928499,No
8885,4780678,No
8886,4884301,No
8887,3224958,No
8888,3033690,No
8889,3998062,No
8890,3761445,No
8891,3118686,No
8892,2092816,No
8893,3264970,No
8894,2204711,No
8895,3187913,No
8896,3257555,No
8897,4977343,No
8898,3081519,No
8899,3686145,No
8900,3209435,No
8901,2081146,No
8902,2939184,No
8903,2179831,No
8904,3893557,No
8905,2227881,No
8906,2244690,No
8907,4868168,No
8908,3434648,No
8909,3142592,No
8910,3571829,No
8911,2216684,Yes
8912,2083413,No
8913,3628291,No
8914,2944032,No
8915,4768064,No
8916,3007911,No
8917,3822546,No
8918,2174532,No
8919,3809711,No
8920,3466501,No
8921,3694153,No
8922,3617391,No
8923,2178514,No
8924,3539233,No
8925,3079149,Yes
8926,3044085,No
8927,2113504,No
8928,2877991,No
8929,3112632,No
8930,3137449,No
8931,3686186,No
8932,3518038,No
8933,2170835,No
8934,4951994,No
8935,3356312,No
8936,4772328,No
8937,2209004,No
8938,3453981,No
8939,3244804,No
8940,3881984,No
8941,2176172,No
8942,3338531,No
8943,4949139,No
8944,4763733,No
8945,3449790,Yes
8946,2830483,No
8947,3243715,No
8948,3337742,No
8949,3316549,No
8950,2166324,No
8951,3016148,No
8952,3909525,No
8953,3226765,No
8954,3231852,Yes
8955,4892588,No
8956,3629977,No
8957,2228245,No
8958,3271679,No
8959,4826254,No
8960,3708966,No
8961,3068591,No
8962,3018295,No
8963,3956783,No
8964,3880675,No
8965,3084974,No
8966,4861001,No
8967,3114035,No
8968,4808053,No
8969,3609817,No
8970,3140412,No
8971,3670179,No
8972,2969856,No
8973,2188121,No
8974,2189116,No
8975,2290167,No
8976,3512135,No
8977,3201820,No
8978,2099024,Yes
8979,4828185,No
8980,2938647,No
8981,3091149,Yes
8982,2975754,No
8983,3803705,No
8984,3997396,No
8985,3272201,No
8986,2120130,No
8987,2216884,No
8988,2948092,No
8989,3289955,No
8990,3016608,No
8991,3152391,No
8992,4751969,No
8993,3915897,No
8994,3170359,No
8995,3977348,Yes
8996,4953820,No
8997,3391616,No
8998,2820763,Yes
8999,4799206,No
9000,2138074,No
9001,3509668,No
9002,3734343,No
9003,3947859,No
9004,3929814,Yes
9005,2308266,No
9006,3265871,No
9007,3235250,No
9008,3171646,No
9009,3249338,No
9010,3008666,No
9011,4806070,No
9012,3885454,No
9013,3835172,Yes
9014,3049729,No
9015,3709697,No
9016,2907222,No
9017,4751633,No
9018,2201837,No
9019,3251705,No
9020,4852426,Yes
9021,3347863,No
9022,2238170,No
9023,3049905,No
9024,2918312,No
9025,3057928,No
9026,3113752,No
9027,4907476,No
9028,3779947,No
9029,3608631,No
9030,2940704,No
9031,3877198,No
9032,3699980,No
9033,3637895,No
9034,3552254,No
9035,3580021,No
9036,3000741,No
9037,3749770,No
9038,3897530,No
9039,3566010,No
9040,3660512,Yes
9041,4969969,Yes
9042,3507212,No
9043,2108866,No
9044,3461514,No
9045,3508514,No
9046,2905058,No
9047,4867076,No
9048,3399942,No
9049,3311075,No
9050,4777496,No
9051,2828714,Yes
9052,2921999,No
9053,4758361,No
9054,4963126,No
9055,3837786,No
9056,3638574,No
9057,2078746,No
9058,4004473,No
9059,3307869,No
9060,3696314,No
9061,3785676,No
9062,3270697,No
9063,3787312,No
9064,3411536,No
9065,3694872,No
9066,4811682,No
9067,3762286,No
9068,3138607,No
9069,2307399,No
9070,3605876,No
9071,3383874,No
9072,3920854,No
9073,3572600,No
9074,3941270,No
9075,3028641,No
9076,3396097,No
9077,4901073,No
9078,3243554,No
9079,3653800,No
9080,4754198,No
9081,3682006,No
9082,4933709,No
9083,2824962,No
9084,2304259,No
9085,3558782,No
9086,3380476,No
9087,3393567,No
9088,3723469,No
9089,2314513,No
9090,2984154,No
9091,2832883,No
9092,3598091,Yes
9093,3488283,No
9094,3386329,No
9095,3009732,No
9096,3825183,No
9097,3623228,No
9098,4841465,No
9099,2949741,No
9100,3545663,No
9101,3597545,No
9102,3447582,No
9103,3867501,Yes
9104,2961057,No
9105,3310890,No
9106,2895824,Yes
9107,4770843,No
9108,3917272,No
9109,2833051,No
9110,3247048,No
9111,3711066,No
9112,4803535,No
9113,4747597,No
9114,3980910,No
9115,3854710,No
9116,3010118,No
9117,3453682,No
9118,2314855,Yes
9119,3075020,No
9120,4960685,No
9121,3609950,No
9122,2181550,No
9123,2253592,No
9124,4864662,Yes
9125,3288429,No
9126,2178798,No
9127,3719149,No
9128,3379475,No
9129,2189188,No
9130,3774731,No
9131,3008673,No
9132,2194421,No
9133,3229450,No
9134,3305962,No
9135,3300388,No
9136,3255440,No
9137,3361784,No
9138,2197613,No
9139,3617084,No
9140,3646303,No
9141,2926998,No
9142,2914168,No
9143,3960959,No
9144,3018803,No
9145,3054037,Yes
9146,4855616,No
9147,3940210,No
9148,3789364,No
9149,3790817,No
9150,3670363,No
9151,2973807,No
9152,3772097,No
9153,3233264,No
9154,2292813,No
9155,4798631,No
9156,3309401,No
9157,3866001,No
9158,3915778,No
9159,2130723,No
9160,4746564,Yes
9161,4835853,No
9162,2222249,No
9163,3819183,No
9164,4780875,No
9165,2218868,No
9166,3802081,No
9167,3576672,No
9168,3018129,No
9169,2832638,No
9170,3736852,No
9171,3085498,No
9172,3599049,No
9173,2212709,No
9174,2859621,No
9175,3496821,No
9176,3098722,No
9177,2852647,No
9178,2200908,No
9179,2886837,No
9180,3608160,No
9181,3498210,No
9182,3119725,No
9183,3999817,No
9184,3049196,No
9185,3006363,No
9186,3702731,No
9187,4861525,Yes
9188,3676153,No
9189,3956409,Yes
9190,3183982,No
9191,3166068,No
9192,3647358,No
9193,4839484,Yes
9194,3907652,No
9195,3492305,Yes
9196,3456756,Yes
9197,3227847,Yes
9198,2149405,No
9199,2178043,No
9200,3994132,No
9201,3329504,No
9202,3548431,No
9203,4978555,No
9204,3969501,No
9205,2190131,Yes
9206,3924993,No
9207,3195333,Yes
9208,3433734,No
9209,2165061,No
9210,4796177,No
9211,3655059,No
9212,3464391,No
9213,3843918,No
9214,3417321,No
9215,2095529,Yes
9216,3399949,No
9217,3546676,Yes
9218,2880782,No
9219,3040237,No
9220,2271553,No
9221,3143701,No
9222,4963256,No
9223,3375348,No
9224,4862723,No
9225,4793243,Yes
9226,2108493,No
9227,2949612,No
9228,2215769,No
9229,3655420,No
9230,4856052,No
9231,3654237,No
9232,2929688,No
9233,3206100,No
9234,3005661,No
9235,3400540,No
9236,4804399,No
9237,2121882,No
9238,3392355,No
9239,2153621,No
9240,2080305,No
9241,4759097,Yes
9242,3413716,No
9243,3711774,No
9244,2994724,No
9245,3145885,Yes
9246,2883307,No
9247,2113734,No
9248,4939179,No
9249,2883496,No
9250,4872890,No
9251,3346999,No
9252,3240013,No
9253,3446576,No
9254,3319566,No
9255,3459272,No
9256,2949646,No
9257,4868119,No
9258,2199297,No
9259,3797626,No
9260,4897827,No
9261,3463528,No
9262,3540566,Yes
9263,3399584,No
9264,3196953,No
9265,4000424,No
9266,3987795,No
9267,3692367,No
9268,4767970,No
9269,3248617,No
9270,2986082,No
9271,2219214,No
9272,3413375,No
9273,3773801,No
9274,2972666,No
9275,3222228,No
9276,3759106,No
9277,3084090,No
9278,3563081,No
9279,2907657,No
9280,3033879,No
9281,2137465,No
9282,3832600,No
9283,2233434,No
9284,3223354,No
9285,2938336,No
9286,2897110,No
9287,3857240,No
9288,3932401,No
9289,2965027,No
9290,4894105,No
9291,4934584,No
9292,3367062,No
9293,3049425,No
9294,3046745,No
9295,4827521,No
9296,3151425,No
9297,3549775,No
9298,3076169,No
9299,3912210,No
9300,3377527,Yes
9301,3228546,No
9302,2292014,No
9303,3564923,No
9304,3112352,No
9305,3903326,No
9306,3872929,No
9307,3206972,No
9308,2258983,No
9309,4796397,No
9310,3889591,Yes
9311,3610520,No
9312,3941241,No
9313,3559634,No
9314,3165833,Yes
9315,2943270,No
9316,3334435,No
9317,4949061,No
9318,4876696,No
9319,3075223,No
9320,4009344,No
9321,3767672,No
9322,3155028,No
9323,3272751,No
9324,3964467,No
9325,2807552,No
9326,3484294,No
9327,3254090,No
9328,3431244,Yes
9329,2907886,No
9330,3548913,No
9331,2933549,No
9332,3051481,No
9333,2155681,No
9334,3777301,Yes
9335,2225848,No
9336,3982923,No
9337,3092394,No
9338,2106100,No
9339,3301337,No
9340,4856376,No
9341,3394927,Yes
9342,3622414,No
9343,3116521,No
9344,3133762,No
9345,4960964,No
9346,2942313,No
9347,4746929,No
9348,3581357,No
9349,2091308,No
9350,3602221,No
9351,3219825,No
9352,2084482,No
9353,4842265,Yes
9354,3285933,No
9355,3095219,No
9356,2969090,No
9357,3457021,No
9358,2930076,No
9359,3300465,No
9360,3367410,No
9361,3646152,No
9362,3370339,No
9363,3104264,No
9364,3868103,No
9365,3829144,No
9366,2280163,No
9367,3580430,No
9368,3951854,No
9369,3900939,Yes
9370,3017458,No
9371,4840448,No
9372,2300055,No
9373,3365461,No
9374,3295802,No
9375,3030830,No
9376,4942425,No
9377,4827786,No
9378,2109517,No
9379,3857125,No
9380,3291100,No
9381,2810617,No
9382,2283910,No
9383,4858757,No
9384,3963915,No
9385,3545884,Yes
9386,3659995,No
9387,2142706,No
9388,2130409,No
9389,3318400,No
9390,3417627,No
9391,3655351,No
9392,3199741,No
9393,3626802,No
9394,3040111,Yes
9395,3187207,No
9396,3989520,No
9397,4954419,No
9398,2080065,No
9399,4817688,Yes
9400,2206978,No
9401,2122484,No
9402,4816525,No
9403,3274801,No
9404,2817108,No
9405,4806594,No
9406,3862452,No
9407,3428390,No
9408,2121402,No
9409,3587662,No
9410,3723881,No
9411,3672521,No
9412,3015704,No
9413,3289037,No
9414,3420476,No
9415,2228341,Yes
9416,4900562,No
9417,3865160,No
9418,3239769,No
9419,3686403,No
9420,2910416,No
9421,3837735,No
9422,2860018,No
9423,3533719,No
9424,2845485,Yes
9425,3187981,No
9426,2827685,No
9427,4852747,No
9428,4924676,No
9429,4952772,Yes
9430,2088249,Yes
9431,3160984,No
9432,2179784,No
9433,3675548,No
9434,4825478,No
9435,4977173,No
9436,3349303,No
9437,3523969,No
9438,4982229,No
9439,3042425,No
9440,3663693,No
9441,4773038,No
9442,2239732,Yes
9443,3471603,No
9444,3323829,No
9445,3648955,No
9446,3326456,Yes
9447,3239137,No
9448,2913058,Yes
9449,3740317,No
9450,3490399,No
9451,4828789,No
9452,3842456,No
9453,2955385,No
9454,3083659,No
9455,3060604,Yes
9456,2244009,No
9457,2950299,No
9458,3708473,No
9459,3068057,No
9460,2152516,No
9461,3982086,No
9462,4814340,No
9463,3538535,No
9464,3056537,No
9465,3785873,No
9466,3469827,No
9467,4766098,No
9468,3142180,No
9469,2885256,No
9470,2988021,No
9471,2912545,No
9472,3932130,No
9473,3189252,No
9474,2921210,No
9475,3393794,No
9476,4809055,No
9477,3241959,No
9478,2976339,No
9479,2839788,No
9480,4862905,No
9481,3482003,No
9482,2893878,No
9483,3771895,No
9484,2229365,No
9485,3571741,Yes
9486,3477448,No
9487,3316060,No
9488,3219218,No
9489,3159120,No
9490,2854465,No
9491,3370093,No
9492,3173699,No
9493,3507921,No
9494,3350498,No
9495,2079759,No
9496,2934874,No
9497,3928319,No
9498,2268887,No
9499,2304030,No
9500,3467094,No
9501,3795183,No
9502,4875457,Yes
9503,2981220,No
9504,4004708,No
9505,3747706,No
9506,3418043,No
9507,3532639,No
9508,3144363,No
9509,2883930,No
9510,2226806,No
9511,3748741,Yes
9512,3204963,No
9513,3759003,Yes
9514,3227594,No
9515,2887304,No
9516,3372066,Yes
9517,4900786,No
9518,3729328,No
9519,3049260,No
9520,3004008,No
9521,3338069,No
9522,2244122,No
9523,3404708,No
9524,2199556,No
9525,3787470,No
9526,2918703,No
9527,2921782,No
9528,2099452,No
9529,3547113,No
9530,2179342,No
9531,4747923,No
9532,3273603,No
9533,3140696,No
9534,3890833,No
9535,3539627,Yes
9536,3935865,Yes
9537,3601572,No
9538,3635406,No
9539,3554113,No
9540,3359112,No
9541,3398862,No
9542,3265102,No
9543,3695226,No
9544,2933752,No
9545,3481760,No
9546,4839567,No
9547,2211001,No
9548,2293032,No
9549,3974072,No
9550,3592320,No
9551,3142815,No
9552,3438347,Yes
9553,2917578,No
9554,3850862,No
9555,3951872,No
9556,3479572,No
9557,4866143,No
9558,3720506,No
9559,2822903,No
9560,2168004,No
9561,3096719,No
9562,3315024,No
9563,3987033,Yes
9564,3763631,No
9565,2294377,No
9566,3692575,No
9567,3777411,No
9568,3864601,No
9569,2093807,No
9570,4829573,No
9571,3084921,No
9572,4843109,No
9573,3905826,No
9574,3290733,Yes
9575,3866818,No
9576,2959578,No
9577,3573637,No
9578,2810886,No
9579,4926317,No
9580,3574758,No
9581,4758200,No
9582,3370862,No
9583,3902997,No
9584,3534008,No
9585,4942316,No
9586,4908997,No
9587,3303194,Yes
9588,2847849,No
9589,3134650,No
9590,2912914,No
9591,3852601,No
9592,2134761,No
9593,3616465,No
9594,3070179,Yes
9595,2950589,No
9596,3497900,No
9597,3246547,No
9598,3958541,No
9599,3326209,No
9600,2916136,Yes
9601,2929230,No
9602,3719438,No
9603,2196716,No
9604,3265957,No
9605,3294528,No
9606,3635843,No
9607,4924389,No
9608,4826965,No
9609,4984526,No
9610,3918860,No
9611,3610674,No
9612,2130677,No
9613,2235493,No
9614,3033215,Yes
9615,4895517,No
9616,3803867,No
9617,3540323,No
9618,2205730,No
9619,3422013,Yes
9620,3230961,No
9621,3214283,No
9622,3960324,No
9623,3384068,No
9624,3333838,No
9625,3248418,No
9626,3539467,No
9627,2079478,No
9628,4828864,No
9629,3469948,No
9630,3961207,No
9631,3802248,Yes
9632,2221710,Yes
9633,3372330,No
9634,4786789,No
9635,3146374,No
9636,4832199,No
9637,3039770,No
9638,3410629,Yes
9639,3936632,Yes
9640,4936255,No
9641,2311107,No
